LFS1046,475087,121326,0.0310757
LFS1049,8924365,1093552,0.256066
LFS1076,2197613,290112,0.070594
LFS1099,12756345,1313140,0.307263
LFS1100,39404154,3689434,0.855061
LFS1102,35700755,3385658,0.784348
LFS1104,23652241,2395151,0.556826
LFS1108,19061131,1735139,0.39957
LFS1113,373087,52450,0.0130045
LFS1114,31267,7072,0.00181647
LFS1131,1252443,153794,0.0367993
LFS1302,1379725,183681,0.0446952
LFS1340,6473873,670316,0.158179
LFS1341,73656908,6597145,1.5106
LFS1344,265475,60482,0.0152064
LFS1345,3950716,367840,0.0854943
LFS1348,10227262,1048123,0.246096
LFS1349,28986859,2701469,0.63425
LFS1350,13914869,1455833,0.339555
LFS1351,69775081,6592532,1.52903
LFS1352,15887553,1572599,0.361932
LFS1353,17472443,1787533,0.413239
LFS1354,5659306,624666,0.145224
LFS1355,27307891,2707615,0.627938
LFS1356,4433666,485412,0.112808
LFS1357,14292135,1579508,0.371352
LFS1358,933431,108204,0.025738
LFS1359,25586990,2662488,0.617263
LFS1360,13186790,1502828,0.352424
LFS1361,2021993,264778,0.0633498
LFS1362,8155597,925585,0.218549
LFS1363,1038661,164021,0.0397543
LFS1364,476025,75034,0.0179912
LFS1365,136296,22823,0.00572747
LFS1366,152537,28202,0.006898
LFS1378,5722726,767805,0.184629
LFS1379,8090794,1070525,0.257684
LFS1380,1950379,279994,0.0678635
LFS1381,2046853,256059,0.0613879
LFS1382,17436623,1832381,0.425254
LFS1384,14785073,1612019,0.377968
LFS365,0,0,
LFS371,1536,878,0.000254006
LFS378,8204161,877928,0.209245
LFS380,912346,163908,0.0397228
LFS385,64215,13416,0.0033934
LFS387,225573,43600,0.0107481
LFS388,47008,12682,0.00319419
LFS390,1029298,175410,0.0423781
LFS391,20376,9527,0.00254135
LFS392,2133593,315700,0.0764445
LFS393,283229,57072,0.0140619
LFS394,18377,10604,0.00277659
LFS396,8759,4005,0.00110705
LFS398,6097,3160,0.000879346
LFS399,83228,20506,0.00522613
LFS412,10847,2570,0.000676415
LFS417,440100,75302,0.0182967
LFS421,25559,6214,0.00161273
LFS427,1420823,219577,0.053395
LFS428,426033,145535,0.0368083
LFS430,319077,55458,0.0132557
LFS431,108528,50990,0.0135283
LFS432,946647,185280,0.0464828
LFS433,32912734,2891207,0.663255
LFS434,145327,79892,0.0214138
LFS435,228187,85519,0.0225675
LFS450,308854,67735,0.016774
LFS470,3121219,371134,0.0887635
LFS540,3423437,435473,0.102088
LFS561,33700530,3628771,0.858582
LFS909,19966738,1940732,0.451931
LFS946,1871690,240804,0.0576977
LFS962,38006138,3552032,0.817689
