ALVS_091,2114130,794660,0.123238
ALVS_092,937597,347002,0.0539301
ALVS_093,1571528,579247,0.0898996
ALVS_094,1952950,701489,0.108561
ALVS_095,1937222,702003,0.108641
ALVS_096,2445265,759265,0.117575
ALVS_097,2650575,872891,0.134981
ALVS_098,3739867,1111828,0.170769
ALVS_099,2542833,813035,0.126022
ALVS_100,2134515,662196,0.102479
ALVS_101,3000466,930885,0.144087
ALVS_102,1302663,408891,0.0632249
CHPI_106,109970,48178,0.00739489
CHPI_107,157766,64980,0.00999626
CHPI_114,42083,19315,0.00299737
CHPI_115,333129,110823,0.0170236
CHPI_117,16870,6658,0.00104192
CHPI_118,35280,12578,0.00191875
CHPI_119,186040,79261,0.0122037
CHPI_120,210511,74112,0.0112183
CHPI_121,65811,25261,0.0039121
CHPI_125,226053,89301,0.0138472
CHPI_127,112274,40458,0.00619489
CHPI_129,133367,51445,0.00800579
CHPI_703,1075851,413063,0.0635295
CHPI_707,3119113,1140327,0.175761
CHPI_725,2124170,831226,0.128698
CHPI_735,2568631,936937,0.144136
CHPI_916,3163127,1155345,0.177905
CHPI_924,1984881,735830,0.114041
CHPI_925,987219,376202,0.0581516
COLR_001,1140266,410207,0.0618572
COLR_002,166905,66542,0.00980061
COLR_003,614452,235976,0.0358964
COLR_004,105717,44121,0.00667007
COLR_005,230604,79998,0.0122674
COLR_007,1657818,526340,0.079884
COLR_011,316884,107486,0.0161784
COLR_013,23135,9449,0.00146511
COLR_021,7705,5356,0.00078384
COLR_022,13108,9216,0.00132824
COLR_024,13263,8097,0.0011542
COLR_025,4813,2984,0.000433565
COLR_026,3889,2322,0.000341344
COLR_027,11095,7532,0.00107887
COLR_028,10658,6726,0.00100356
COLR_029,17898,12867,0.00185068
COLR_030,5704503,2553086,0.397375
COLR_031,761079,394205,0.0615886
COLR_032,2712501,1246864,0.192025
COLR_033,939291,476414,0.0735066
COLR_034,173890,86360,0.0130685
COLR_035,1117773,509148,0.0777161
HRLC_001,1096842,482166,0.0747519
HRLC_262,3400,1565,0.000255426
HRLC_263,291741,142396,0.0220186
HRLC_264,630926,284002,0.0439882
HRLC_265,83676,38501,0.00604734
HRLC_266,1124592,466295,0.0720053
HRLC_271,2236589,886720,0.137043
HRLC_272,2363117,823484,0.128113
HRLC_273,280,94,1.93645e-05
HRLC_274,2448133,813026,0.1263
HRLC_275,27546,11261,0.00181998
HRLC_301,70105,30101,0.00466687
HRLC_302,476334,188337,0.0290198
HUMB_001,6608062,2964937,0.459484
HUMB_002,12683540,5104684,0.793592
HUMB_003,10101658,4234861,0.660657
HUMB_004,5499689,2499512,0.389756
HUMB_005,7787502,3385604,0.529481
HUMB_006,8604932,3677059,0.571288
HUMB_007,6722826,3011086,0.467383
HUMB_008,4699555,2161654,0.337336
LWSH_032,81731,32892,0.00521952
LWSH_035,284791,106206,0.0166343
LWSH_037,7494988,2186986,0.337426
LWSH_040,3172409,992418,0.153395
LWSH_042,2667583,833923,0.129061
LWSH_050,1030786,338200,0.0525301
LWSH_051,1921532,598489,0.0925258
LWSH_052,2779463,880722,0.135373
