LFS1046,460720,167531,0.0384886
LFS1049,8654489,1444397,0.312091
LFS1076,2125392,449184,0.101346
LFS1099,12343601,1722030,0.377848
LFS1100,38072269,4427740,0.964906
LFS1102,34479693,4069819,0.887191
LFS1104,22858316,3008130,0.653601
LFS1108,18404278,2234219,0.49162
LFS1113,363767,81523,0.019301
LFS1114,29974,9391,0.00257168
LFS1131,1213436,239668,0.0544136
LFS1302,1339817,290380,0.0653415
LFS1340,6261047,960784,0.213681
LFS1341,71252952,7627836,1.64087
LFS1344,254820,81560,0.0188873
LFS1345,3818291,563851,0.127065
LFS1348,9878306,1441137,0.318295
LFS1349,28006566,3341891,0.731377
LFS1350,13451751,1910053,0.416155
LFS1351,67479020,7559223,1.62815
LFS1352,15361820,2051587,0.447556
LFS1353,16899765,2291724,0.497945
LFS1354,5469205,855496,0.187807
LFS1355,26426230,3400491,0.737075
LFS1356,4286061,681291,0.150074
LFS1357,13816408,2044069,0.445941
LFS1358,904619,173778,0.0399288
LFS1359,24763511,3308667,0.71721
LFS1360,12760464,2029763,0.44295
LFS1361,1961418,401865,0.0888858
LFS1362,7894809,1275966,0.27954
LFS1363,1003858,232646,0.0524938
LFS1364,460786,108190,0.0245752
LFS1365,132162,34796,0.00856842
LFS1366,147532,41169,0.00992986
LFS1378,5531346,1130333,0.252086
LFS1379,7834321,1470079,0.326787
LFS1380,1887309,428041,0.096456
LFS1381,1983072,362748,0.0810739
LFS1382,16908102,2371949,0.51241
LFS1384,14325413,2069665,0.446783
LFS365,0,0,
LFS371,1496,1042,0.000412365
LFS378,7934403,1256711,0.283082
LFS380,883453,219958,0.0488511
LFS385,62202,19051,0.00486592
LFS387,218328,63369,0.0149452
LFS388,45210,15915,0.00394669
LFS390,992195,242745,0.0546705
LFS391,19795,11305,0.00282116
LFS392,2062678,447008,0.100466
LFS393,273224,80983,0.0187118
LFS394,17878,12094,0.00296262
LFS396,8474,4564,0.00128403
LFS398,5937,3683,0.00110054
LFS399,80593,27477,0.00662376
LFS412,10598,3459,0.00110299
LFS417,424580,102360,0.0232348
LFS421,24831,8023,0.00220849
LFS427,1371739,322091,0.0725511
LFS428,415597,198694,0.0445615
LFS430,310219,77975,0.0174161
LFS431,105247,63241,0.0148235
LFS432,919432,262618,0.0586448
LFS433,31795795,3558875,0.776231
LFS434,140984,100356,0.023489
LFS435,221397,111904,0.0259551
LFS450,299051,89311,0.0202132
LFS470,3012311,555144,0.124427
LFS540,3317497,598193,0.130456
LFS561,32608281,4464135,0.9635
LFS909,19309643,2497752,0.54639
LFS946,1804534,360446,0.0814957
LFS962,36761276,4332769,0.939949
